biome1,biome2,biome3,accession,experiment_type,platform,model
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607460,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607428,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607425,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607453,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607464,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607476,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607486,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607494,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607414,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607465,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607375,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607431,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607468,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607473,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607493,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607466,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607397,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607416,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607423,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607450,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607481,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607495,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607497,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607426,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607442,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607485,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607483,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607378,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607390,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607435,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607440,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607474,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607392,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607394,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607419,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607432,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607463,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607482,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607480,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607387,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607491,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607498,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607437,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2607484,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,SRR7191291,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,SRR7191294,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,SRR7191293,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,SRR7191292,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,SRR7191290,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467143,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467146,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467154,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470829,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512985,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512995,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1513004,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1513005,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1513006,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525434,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525436,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525439,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525446,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467152,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470825,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470827,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470830,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512988,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512993,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1514429,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525437,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525438,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525440,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525444,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512987,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512998,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467142,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467148,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467149,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512984,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1514428,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525443,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467150,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470824,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1514430,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525445,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512997,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1514427,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467144,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467145,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467151,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470822,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470828,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1513003,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512986,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1512994,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1513007,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525441,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1525442,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467147,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467153,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470826,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1470823,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR1467141,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808645,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808646,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808647,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808648,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808649,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808650,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808651,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808652,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808653,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808654,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808655,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808656,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808657,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808658,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808659,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808660,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808661,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808662,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808663,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808664,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808665,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808666,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808667,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2808668,metagenomic,ILLUMINA,unspecified
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,SRR8224501,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,SRR8224500,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592244,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592328,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592245,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592246,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592247,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592248,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592249,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592329,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592250,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592331,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592251,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592252,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592253,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592332,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592254,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592333,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592334,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592255,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592256,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592335,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592257,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592258,metagenomic,ILLUMINA,Illumina HiSeq 3000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Water and sludge,ERR2592259,metagenomic,ILLUMINA,Illumina HiSeq 3000
